Xe-140,Zr-98,Xe-142,Ba-137m,I-134,I-136,Y-97,Kr-85,Ba-142,Xe-139,Sr-92,Y-91m,I-132,Sr-93,Y-96,Rb-89,Rb-91,Rb-88,Cs-137,I-138,Sr-96,La-142,Cs-144,Xe-135m,Y-94,Cs-141,I-139,Ce-144,Nb-97,Kr-88,I-135,Sr-89,Nb-98,Kr-85m,Xe-138,Kr-89,Ba-140,Cs-134,Xe-137,Pr-144m,Xe-133m,I-131,La-143,I-133m,Ba-144,Kr-87,Kr-92,Kr-91,Kr-93,Sr-94,Ba-141,Cs-139,La-140,Y-91,Y-95,Xe-131m,Rb-92,Rb-93,Y-92,I-136m,Xe-135,Xe-133,Sr-91,La-141,Cs-140,Ba-139,Ba-143,Pr-144,I-129,Zr-97,Sr-97,Nb-95m,Xe-141,Cs-143,Nb-95,Cs-138,Ce-141,I-137,La-144,Sr-98,Y-98,Zr-95,I-140,Y-93,Sr-95,Cs-142,Ce-143,I-133,
6093174418122475.0,7638998147542.055,388.4235521161817,92654184613.0572,8493870240463714.0,1.4384186121707114e+16,6234219871.113492,10168186288.006071,2.4977162968734932e+16,3.2717093846375816e+16,1496897040496319.0,58060904018635.26,2146828527264789.8,4615028301642508.0,261174283127.89078,2.3241437097683388e+16,2.629627741850991e+16,948685784717180.2,119795106657.59529,60621139010190.9,0.03478702218221693,2450826494567083.5,0.12582209368962333,9850646438986440.0,54961116242743.92,2.3985363886559896e+16,768587013.529022,179468678373.26266,44852958426.71626,2832288297053866.5,1070318242509555.5,2275230104856.319,8435849774626.47,684725276473105.9,4.67355644319314e+16,3.886045111657757e+16,75174027640897.27,59093584882.42922,6.867464571130249e+16,982588560.4271193,25127865096.131012,18383861081012.73,9994413942325180.0,763467542654911.6,561401752698767.3,4373482506963330.5,58998586.52384469,1260389469153404.2,1585.1614621591846,79916921057133.45,3.3072441180764428e+16,9.736386480396398e+16,215143625509.175,30229923961.153675,69146360787089.58,97005431.21058965,25552924317525.69,40127655555621.9,52618131707635.73,4031865836757862.0,2187045242571434.2,154823589555250.28,780195483732003.8,1137158577609990.8,7.74403588490745e+16,1.0351412708032078e+16,3022619879189090.0,56080673883.24805,6224.399999994256,456756586445.2726,3.0425363101211768e-27,74838.84619466423,13169217.020376548,29722830.806087043,707520.6354354759,3.8467455706695496e+16,125456527307.92175,5461518943053771.0,4081452942947363.5,1.6250814138604036e-13,1.7578757986649844e-12,6746904457.431654,4.006646710280212e-05,75286071858023.14,36199384327321.1,23003839.940799,43599036523376.48,360671793728108.44,
6093174418122475.0,7638998147545.202,388.4235521161817,104602513395.64392,9186655873066230.0,1.4384443212833352e+16,6234219871.113492,11136583616.839762,2.6015818556227156e+16,3.271709385429895e+16,1632467855517042.5,69587114238819.61,2339699654585225.5,4743799427870478.0,261174283127.89078,2.5017407401625504e+16,2.6296283548003584e+16,1105009103638806.0,132665124938.92473,60621139010190.9,0.03478702218221693,2814376239529750.5,0.12582209368962333,1.0387349147860954e+16,58643542340946.234,2.3985363886559908e+16,768587013.529022,197228035949.60654,53275921477.592545,3089624760139582.0,1170207142033620.0,2737242499524.1025,8435849774629.947,748024093198106.2,4.915432722156467e+16,3.8997987049899736e+16,82763755939839.1,64721504015.58114,6.914704881050439e+16,1133468995.2952461,30007409487.800335,20133496936671.1,1.0517212249125156e+16,763467542654911.6,561401752698767.3,4748122543319249.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917411619499.27,3.5089480198177972e+16,1.0100586819207597e+17,260388624396.5607,36915680090.338486,72009018944436.53,115894815.71874654,25552924317525.69,40127655555621.9,62625476324686.086,4031865865216928.5,2392323620603413.0,169553131421925.53,857662774204980.9,1332572800914198.2,7.744042288977643e+16,1.1870645437288744e+16,3022619879189090.0,66149958076.17766,6817.199999993136,499913091688.37067,3.0425363101211768e-27,95784.89994782329,13169217.020376548,29722830.806087043,905603.6004777043,4.21031115562271e+16,162000603282.11838,5461518943053772.0,4081452944741450.5,1.6250814138604036e-13,1.7578757986649844e-12,7820966903.496931,4.006646710280212e-05,86116462878950.36,36199384327321.13,23003839.940799,50837374303759.65,394802598376114.56,
6093174418122475.0,7638998147545.413,388.4235521161817,116642951175.91747,9861387493191512.0,1.4384538043849102e+16,6234219871.113492,12104980708.236803,2.692714390269213e+16,3.2717093855272876e+16,1766866194463904.5,82034803888043.61,2530638793836214.5,4850633830559933.0,261174283127.89078,2.6647778404883416e+16,2.6296285016064908e+16,1268829814482366.0,145569772876.75558,60621139010190.9,0.03478702218221693,3187136624468083.5,0.12582209368962333,1.0877531560520372e+16,62062872173110.28,2.3985363886559908e+16,768587013.529022,214987333520.168,62359771666.16493,3344876147733366.5,1269745376379842.5,3231680752497.8496,8435849774630.179,810997296453491.0,5.134629081290125e+16,3.908655692310488e+16,90352913977713.75,70349415960.62498,6.947561498433998e+16,1288312517.2330337,35316578097.287186,21882922800547.566,1.0991383895629462e+16,763467542654911.6,561401752698767.3,5116017210370831.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917574161331.47,3.69591323946566e+16,1.0414182334238083e+17,309960391802.2111,44330742124.38773,74511190390449.34,136461187.10714135,25552924317525.69,40127655555621.9,73445857687316.5,4031865870065719.0,2597083733004075.0,184279968941235.06,934944430852069.0,1538253317554103.2,7.744044024245851e+16,1.3420709745947434e+16,3022619879189090.0,76798389571.66835,7409.9999999919155,543010086697.9255,3.0425363101211768e-27,119877.64907785237,13169217.020376548,29722830.806087043,1133466.2696779252,4.568459106606262e+16,204485620760.828,5461518943053772.0,4081452944973877.0,1.6250814138604036e-13,1.7578757986649844e-12,8935289073.389767,4.006646710280212e-05,97188584126496.84,36199384327321.13,23003839.940799,58418853173201.66,428895511139098.0,
6093174418122475.0,7638998147545.427,388.4235521161817,128748195343.55283,1.0518535588897036e+16,1.4384573023358818e+16,6234219871.113492,13073377562.197254,2.7726748600448324e+16,3.271709385539259e+16,1900102197426005.5,95375662297101.5,2719665297722085.5,4939268526336427.0,261174283127.89078,2.814182949802963e+16,2.6296285367676996e+16,1439429806010584.5,158498506114.82324,60621139010190.9,0.03478702218221693,3567166333530081.5,0.12582209368962333,1.1325225961363776e+16,65237890445927.79,2.3985363886559908e+16,768587013.529022,232746571082.9023,72090790733.15804,3598059354214491.0,1368934176576571.2,3755857515771.9175,8435849774630.193,873646561217357.8,5.333272139895868e+16,3.9143593817028456e+16,97941499829764.81,75977320717.56995,6.970413958710266e+16,1446424930.8474755,41054702759.16341,23632138697845.402,1.1421451758176362e+16,763467542654911.6,561401752698767.3,5477287958050376.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917628017576.98,3.869216745526729e+16,1.0684204452713192e+17,363856118497.38025,52488750455.94722,76698270230622.9,158704207.56959978,25552924317525.69,40127655555621.9,85066391997279.77,4031865870891844.5,2801326888236919.5,199004102609697.66,1012040892581356.5,1753305712784011.5,7.744044494439907e+16,1.49933173595324e+16,3022619879189090.0,87981316356.52026,8002.799999990595,586047653534.9814,3.0425363101211768e-27,147224.72390674107,13169217.020376548,29722830.806087043,1392132.72861378,4.9205320349694024e+16,253202051722.7018,5461518943053772.0,4081452945003988.5,1.6250814138604036e-13,1.7578757986649844e-12,10084798530.939665,4.006646710280212e-05,108456525041421.97,36199384327321.13,23003839.940799,66310846258734.336,462950574084480.56,
6093174418122475.0,7638998147545.427,388.4235521161817,140898944959.7599,1.1158558387308666e+16,1.4384585925952872e+16,6234219871.113492,14041774178.721172,2.842832864006192e+16,3.2717093855407304e+16,2032185916796493.2,109582164468709.36,2906798325091329.0,5012803914728382.0,261174283127.89078,2.950925773070279e+16,2.629628545189082e+16,1616146092482771.0,171443990834.19363,60621139010190.9,0.03478702218221693,3952774304957772.5,0.12582209368962333,1.1734115124602268e+16,68186049081402.0,2.3985363886559908e+16,768587013.529022,250505748637.72113,82455523227.60364,3849191137075068.5,1467774769330565.2,4307267220414.733,8435849774630.193,935973553851600.6,5.5132891113829896e+16,3.918032422151841e+16,105529513005984.1,81605218286.42522,6.986308319793815e+16,1607233621.7128701,47221116133.826065,25381144653764.848,1.181151803008277e+16,763467542654911.6,561401752698767.3,5832054049592111.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917645862184.38,4.029856811468543e+16,1.0916707600780914e+17,422072996259.14954,61402888970.23085,78609937088989.38,182623539.3515922,25552924317525.69,40127655555621.9,97474344953544.28,4031865871032598.0,3005054391461971.0,213725532923741.0,1088952601768344.5,1976901775243489.0,7.744044621845254e+16,1.6581397918953658e+16,3022619879189090.0,99657528715.79549,8595.599999989177,629025874147.4258,3.0425363101211768e-27,177920.0592073989,13169217.020376548,29722830.806087043,1682497.8994042126,5.265981559332933e+16,308414861940.88525,5461518943053772.0,4081452945007889.0,1.6250814138604036e-13,1.7578757986649844e-12,11265061598.02779,4.006646710280212e-05,119882206853619.52,36199384327321.13,23003839.940799,74483761883818.5,496967829232980.6,
6093174418122475.0,7638998147545.427,388.4235521161817,153081594932.42355,1.1781902174140872e+16,1.4384590685222934e+16,6234219871.113492,15010170557.808617,2.90439010014618e+16,3.2717093855409116e+16,2163127318030994.8,124627549491114.95,3092056842878451.0,5073812228668911.0,261174283127.89078,3.075970371021082e+16,2.6296285472060684e+16,1798366668621041.0,184401126211.37344,60621139010190.9,0.03478702218221693,4342488866853706.0,0.12582209368962333,1.2107562609089246e+16,70923556146135.14,2.3985363886559908e+16,768587013.529022,268264866184.78946,93440771499.84027,4098288118029190.5,1566268377042165.2,4883589125436.218,8435849774630.193,997979932146234.5,5.67642650088379e+16,3.920397772929538e+16,113116953405125.25,87233108667.19997,6.9973631782729544e+16,1770266262.7538497,53815151706.54372,27129940693503.133,1.2165303350329462e+16,763467542654911.6,561401752698767.3,6180432600903544.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917651774776.52,4.178758766035449e+16,1.1116904955599645e+17,484608218329.24023,71085897810.54434,80280872968992.12,208218844.75022662,25552924317525.69,40127655555621.9,110657130211693.66,4031865871056580.0,3208267544544121.0,228444260379701.53,1165680000810816.0,2208274654435777.8,7.744044656367432e+16,1.8178928656865624e+16,3022619879189090.0,111788993860.35513,9188.399999987658,671944830370.1444,3.0425363101211768e-27,212045.6188846544,13169217.020376548,29722830.806087043,2005343.8059171848,5.6043561591805064e+16,370365399904.05524,5461518943053772.0,4081452945008395.0,1.6250814138604036e-13,1.7578757986649844e-12,12472202917.532768,4.006646710280212e-05,131434048378332.7,36199384327321.13,23003839.940799,82910761257469.4,530947318558665.7,
6093174418122475.0,7638998147545.427,388.4235521161817,165286577563.77783,1.2389001604890232e+16,1.4384592440734374e+16,6234219871.113492,15978566699.459644,2.9584009486201652e+16,3.2717093855409336e+16,2292936280399492.0,140485799516154.06,3275459628026371.5,5124427509981185.0,261174283127.89078,3.190247474582699e+16,2.6296285476891524e+16,1985526675566711.8,197366364517.6085,60621139010190.9,0.03478702218221693,4735030659434419.0,0.12582209368962333,1.2448640427256582e+16,73465462639714.97,2.3985363886559908e+16,768587013.529022,286023923724.3052,105033590789.86777,4345366784113071.5,1664416217820411.5,5482683355486.051,8435849774630.193,1059667345363487.4,5.824267049656937e+16,3.921921002629631e+16,120703821031279.69,92860991859.90337,7.005052062107379e+16,1935133249.9786267,60836143786.50367,28878526842254.45,1.2486182292798206e+16,763467542654911.6,561401752698767.3,6522538619227945.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917653733841.5,4.316780323383885e+16,1.1289285335003058e+17,551458979537.6501,81550085780.4353,81741392464248.98,235489786.11424136,25552924317525.69,40127655555621.9,124602307858261.77,4031865871060665.5,3410967646061447.0,243160285473824.75,1242223531305637.2,2446714372082815.5,7.744044665721678e+16,1.9780787758270892e+16,3022619879189090.0,124340611012.34853,9781.19999998604,714804603925.1781,3.0425363101211768e-27,249672.90347188388,13169217.020376548,29722830.806087043,2361353.790744273,5.935290245624574e+16,439273147564.4707,5461518943053772.0,4081452945008460.5,1.6250814138604036e-13,1.7578757986649844e-12,13702835145.49468,4.006646710280212e-05,143085859099863.97,36199384327321.13,23003839.940799,91567502421759.27,564889083989003.5,
6093174418122475.0,7638998147545.427,388.4235521161817,177507177286.58737,1.2980280007919238e+16,1.438459308827494e+16,6234219871.113492,16946962603.674316,3.0057905316457228e+16,3.271709385540936e+16,2421622597731692.0,157131619308490.47,3457025269389570.0,5166420257147057.0,261174283127.89078,3.2946392526497532e+16,2.6296285478048548e+16,2177104854499708.8,210337238233.8149,60621139010190.9,0.03478702218221693,5129288879537892.0,0.12582209368962333,1.276015431576383e+16,75825744477904.4,2.3985363886559908e+16,768587013.529022,303782921256.4704,117221284409.24081,4590443488776279.0,1762219505498110.8,6102582941685.729,8435849774630.193,1121037434281669.5,5.958245090671488e+16,3.922901926364547e+16,128290115917079.14,98488867864.54459,7.010399840618594e+16,2101513214.407323,68283427505.86043,30626903125209.98,1.2777215554574204e+16,763467542654911.6,561401752698767.3,6858485041110704.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654382953.69,4.444716523739993e+16,1.1437713845610346e+17,622622476335.47,92807342401.45688,83017992734524.92,264436025.84399801,25552924317525.69,40127655555621.9,139297582899862.98,4031865871061361.5,3613155991313511.0,257873608702264.84,1318583633853527.2,2691563661498605.0,7.744044668256336e+16,2.138262811419749e+16,3022619879189090.0,137279985371.5641,10373.999999984322,757605276421.8777,3.0425363101211768e-27,290864.2677927027,13169217.020376548,29722830.806087043,2751124.9418705455,6.25849433203639e+16,515337343010.3265,5461518943053772.0,4081452945008468.5,1.6250814138604036e-13,1.7578757986649844e-12,14953997496.952536,4.006646710280212e-05,154815920823362.25,36199384327321.13,23003839.940799,100431908015345.6,598793167404914.5,
6093174418122475.0,7638998147545.427,388.4235521161817,189738687830.76788,1.3556149679641702e+16,1.4384593327127716e+16,6234219871.113492,17915358270.452686,3.047370559413994e+16,3.271709385540937e+16,2549195979155950.5,174540416355661.6,3636772169618165.0,5201259356502396.0,261174283127.89078,3.389971872454821e+16,2.6296285478325664e+16,2372620266343513.5,223312031149.18533,60621139010190.9,0.03478702218221693,5524300440063618.0,0.12582209368962333,1.304466681573912e+16,78017379080509.08,2.3985363886559908e+16,768587013.529022,321541858781.48773,129991399014.71982,4833534452964123.0,1859679449646845.2,6741483761424.524,8435849774630.193,1182091831238814.2,6.079660464349789e+16,3.923533617943082e+16,135875838102886.38,104116736681.13283,7.014119331720407e+16,2269141071.4325414,76156338818.78513,32375069567557.863,1.3041179150341242e+16,763467542654911.6,561401752698767.3,7188382769682115.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654598029.06,4.563304313039006e+16,1.156551854610668e+17,698095906803.0903,104869149638.17096,84133834224735.23,295057226.3914746,25552924317525.69,40127655555621.9,154730803766979.56,4031865871061480.0,3814833872329635.5,272584230561085.03,1394760748014226.0,2942214111012187.5,7.744044668943133e+16,2.2980768634582252e+16,3022619879189090.0,150577219507.0912,10966.799999982506,800346929357.0593,3.0425363101211768e-27,335674.07269311417,13169217.020376548,29722830.806087043,3175178.954487884,6.573746198358504e+16,598738484421.8793,5461518943053772.0,4081452945008469.5,1.6250814138604036e-13,1.7578757986649844e-12,16223102030.536335,4.006646710280212e-05,166606225771292.56,36199384327321.13,23003839.940799,109483954637842.62,632659610640822.5,
6093174418122475.0,7638998147545.427,388.4235521161817,201977815293.59296,1.411701217201566e+16,1.4384593415231308e+16,6234219871.113492,18883753699.794815,3.0838532334286144e+16,3.271709385540937e+16,2675666049831809.5,192688281524783.47,3814718547023119.5,5230163463182933.0,261174283127.89078,3.4770128709867844e+16,2.6296285478392036e+16,2571629257596677.0,236289549603.43408,60621139010190.9,0.03478702218221693,5919231686958657.0,0.12582209368962333,1.3304518352471832e+16,80052416640137.11,2.3985363886559908e+16,768587013.529022,339300736299.56,143331719971.93243,5074655766191276.0,1956797255591933.2,7397733556641.433,8435849774630.193,1242832160176096.0,6.189691129478265e+16,3.923940412310662e+16,143460987631156.5,109744598309.67726,7.016706315086947e+16,2437798163.207823,84454214500.51605,34123026194483.242,1.3280590891339748e+16,763467542654911.6,561401752698767.3,7512340711268877.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654669291.66,4.673226787926357e+16,1.167556506885442e+17,777876470651.7428,117746593300.05992,85109160848319.31,327353050.2602582,25552924317525.69,40127655555621.9,170889960832269.03,4031865871061500.0,4016002577877163.5,287292151546257.4,1470755312297679.8,3198102589222851.0,7.744044669129232e+16,2.4572100680257244e+16,3022619879189090.0,164204720830.94714,11559.599999980588,843029644115.1603,3.0425363101211768e-27,384149.6917391697,13169217.020376548,29722830.806087043,3633971.625009879,6.880882952998463e+16,689639723986.9038,5461518943053772.0,4081452945008470.0,1.6250814138604036e-13,1.7578757986649844e-12,17507886697.29352,4.006646710280212e-05,178441844473552.84,36199384327321.13,23003839.940799,118705481805891.88,666488455484707.4,
6093174418122475.0,7638998147545.427,388.4235521161817,214222256734.66623,1.466325857254416e+16,1.4384593447729328e+16,6234219871.113492,19852148891.70076,3.1158634454148776e+16,3.271709385540937e+16,2801042351676196.0,211551970251185.8,3990882437422767.5,5254143629101656.0,261174283127.89078,3.556471435526395e+16,2.6296285478407936e+16,2773722653828970.0,249268963381.0235,60621139010190.9,0.03478702218221693,6313362360176150.0,0.12582209368962333,1.3541846487960484e+16,81942046349432.84,2.3985363886559908e+16,768587013.529022,357059553810.89,157230266807.3308,5313823387606691.0,2053574124427336.8,8069820752445.417,8435849774630.193,1303260036681023.8,6.289404591635807e+16,3.9242023782179496e+16,151045564544909.3,115372452750.18707,7.018505615785773e+16,2607304127.492327,93176392146.41034,35870773031168.21,1.349773440145666e+16,763467542654911.6,561401752698767.3,7830465811346411.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654692903.66,4.775117130572797e+16,1.1770320872998069e+17,861961369223.2335,131450374129.3572,85961667258071.69,361323160.00553775,25552924317525.69,40127655555621.9,187763184943255.72,4031865871061503.5,4216663393469689.5,301997372153662.94,1546567764163848.5,3458707931493703.0,7.744044669179659e+16,2.6154007512987616e+16,3022619879189090.0,178137023913.88422,12152.399999978572,885653501968.3934,3.0425363101211768e-27,436332.3911439349,13169217.020376548,29722830.806087043,4127901.149531386,7.179793905332513e+16,788188159817.1013,5461518943053772.0,4081452945008470.0,1.6250814138604036e-13,1.7578757986649844e-12,18806374301.948284,4.006646710280212e-05,190310401340324.22,36199384327321.13,23003839.940799,128080018678664.02,700279743678156.0,
6093174418122475.0,7638998147545.427,388.4235521161817,226470403462.3023,1.5195269776979262e+16,1.4384593459716598e+16,6234219871.113492,20820543846.17058,3.143949480747563e+16,3.271709385540937e+16,2925334344083338.0,231108884244422.06,4165281695970837.0,5274038669064150.0,261174283127.89078,3.629000385034971e+16,2.629628547841174e+16,2978523163765047.5,262249695049.79218,60621139010190.9,0.03478702218221693,6706071523474831.0,0.12582209368962333,1.3758603504689064e+16,83696657913056.66,2.3985363886559908e+16,768587013.529022,374818311315.6804,171675288746.7635,5551053147049900.0,2150011253030514.0,8756363506497.258,8435849774630.193,1363377068030413.2,6.379768260017109e+16,3.9243710780379304e+16,158629568887315.2,121000300002.67143,7.019757066818145e+16,2777510190.5812263,102322210170.99646,37618310102791.85,1.3694680899524132e+16,763467542654911.6,561401752698767.3,8142863089843864.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654700727.19,4.869562255969109e+16,1.1851910569743797e+17,950347805489.1874,145990818583.4654,86706819867561.81,396967218.23409736,25552924317525.69,40127655555621.9,205338745969271.75,4031865871061504.0,4416817601375275.5,316699892879091.7,1622198540024572.0,3723547868594503.5,7.74404466919332e+16,2.772429495445081e+16,3022619879189090.0,192350626499.16785,12745.199999976456,928218584076.9022,3.0425363101211768e-27,492258.0988876514,13169217.020376548,29722830.806087043,4657315.377285777,7.470414170117211e+16,894516033319.4692,5461518943053772.0,4081452945008470.0,1.6250814138604036e-13,1.7578757986649844e-12,20116836632.05721,4.006646710280212e-05,202201639573429.4,36199384327321.13,23003839.940799,137592626900016.08,734033516916414.1,
6093174418122475.0,7638998147545.427,388.4235521161817,238721132561.62552,1.5713416754919344e+16,1.438459346413824e+16,6234219871.113492,21788938563.204334,3.1685924097305828e+16,3.271709385540937e+16,3048551404638461.0,251337053697441.44,4337933998966169.0,5290544502111792.0,261174283127.89078,3.695199089391077e+16,2.6296285478412656e+16,3185682978159394.5,275231342993.6706,60621139010190.9,0.03478702218221693,7096825221657431.0,0.12582209368962333,1.3956572465277478e+16,85325898670075.11,2.3985363886559908e+16,768587013.529022,392577008814.1341,186655260339.01254,5786360746098735.0,2246109834077223.2,9456099234913.645,8435849774630.193,1423184853233137.8,6.461658833131743e+16,3.9244797167136904e+16,166213000701582.9,126628140067.13953,7.020627477021093e+16,2948293634.9082828,111891007807.02814,39365637434530.24,1.3873308955597086e+16,763467542654911.6,561401752698767.3,8449635675813439.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654703319.42,4.957106192709778e+16,1.1922163560314885e+17,1043032984050.1614,161377889320.36966,87358137447204.69,434284887.6043087,25552924317525.69,40127655555621.9,223605051362514.22,4031865871061504.0,4616466480624648.0,331399714218242.6,1697648075245927.8,3992176179799536.0,7.744044669197024e+16,2.9281131696423044e+16,3022619879189090.0,206823838158.32684,13337.999999974243,970724971488.9149,3.0425363101211768e-27,551958.0769846885,13169217.020376548,29722830.806087043,5222518.150694156,7.752718932595982e+16,1008741838931.9678,5461518943053772.0,4081452945008470.0,1.6250814138604036e-13,1.7578757986649844e-12,21437763104.28229,4.006646710280212e-05,214107060196995.8,36199384327321.13,23003839.940799,147229758058257.5,767749816848437.0,
6093174418122475.0,7638998147545.427,388.4235521161817,250973660677.37054,1.6218060808484926e+16,1.4384593465769214e+16,6234219871.113492,22757333042.802082,3.190214327586515e+16,3.271709385540937e+16,3170702829825306.0,272215119985090.25,4508856845644303.0,5304238494439039.0,261174283127.89078,3.755616848886838e+16,2.629628547841287e+16,3394881548851176.0,288213627880.3353,60621139010190.9,0.03478702218221693,7485165653440220.0,0.12582209368962333,1.4137381880114238e+16,86838726636679.67,2.3985363886559908e+16,768587013.529022,410335646306.4537,202158877162.67773,6019761759108583.0,2341871056056272.0,10167874744283.578,8435849774630.193,1482684983072659.2,6.535870804438025e+16,3.924549677439624e+16,173795860030929.28,132255972943.60054,7.021232865407691e+16,3119553235.589218,121882125104.53914,41112755051556.41,1.4035322409654392e+16,763467542654911.6,561401752698767.3,8750884841475514.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654704178.34,5.038253216739818e+16,1.1982655054719659e+17,1140014111134.721,177621195395.21753,87927436385635.72,473275830.8261247,25552924317525.69,40127655555621.9,242550644733086.1,4031865871061504.0,4815611307019366.0,346096836666723.7,1772916804150698.8,4264180054039220.5,7.744044669198027e+16,3.0822997920887596e+16,3022619879189090.0,221536640614.28476,13930.79999997193,1013172745140.8998,3.0425363101211768e-27,615459.5090937482,13169217.020376548,29722830.806087043,5823774.847029522,8.026718309870086e+16,1130971352627.9353,5461518943053772.0,4081452945008470.0,1.6250814138604036e-13,1.7578757986649844e-12,22767833358.95295,4.006646710280212e-05,226019622580874.94,36199384327321.13,23003839.940799,156979124403908.12,801428685076942.0,
6093174418122475.0,7638998147545.427,388.4235521161817,263227441607.73074,1.6709553824253422e+16,1.4384593466370818e+16,6234219871.113492,23725727284.96388,3.2091855842943044e+16,3.271709385540937e+16,3291797835727529.5,293722318838484.75,4678067559951119.0,5315599655388470.0,261174283127.89078,3.810756438993206e+16,2.6296285478412924e+16,3605823534483567.5,301196355428.35,60621139010190.9,0.03478702218221693,7870701674112418.0,0.12582209368962333,1.4302519103628684e+16,88243459759499.9,2.3985363886559908e+16,768587013.529022,428094223792.84204,218175051614.8203,6251271634243204.0,2437296103284215.5,10890637027083.334,8435849774630.193,1541879040149339.0,6.603124170432359e+16,3.9245947304848584e+16,181378146918570.97,137883798632.0637,7.0216539256128536e+16,3291205496.206176,132294902929.89903,42859662979040.375,1.4182266623640902e+16,763467542654911.6,561401752698767.3,9046710035650774.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654704462.92,5.1134707561159336e+16,1.20347413910532e+17,1241288394598.5093,194730002176.0103,88425045065991.66,513939710.6610716,25552924317525.69,40127655555621.9,262164204437890.75,4031865871061504.0,5014253353139979.0,360791260720051.9,1848005160020866.5,4539177643902643.0,7.744044669198299e+16,3.2348641075152404e+16,3022619879189090.0,236470558832.4142,14523.599999969518,1055561985857.7178,3.0425363101211768e-27,682786.0141319127,13169217.020376548,29722830.806087043,6461317.222234322,8.292452750245693e+16,1261298585125.732,5461518943053772.0,4081452945008470.0,1.6250814138604036e-13,1.7578757986649844e-12,24105893305.719936,4.006646710280212e-05,237933495981259.06,36199384327321.13,23003839.940799,166829581592292.2,835070163158459.1,
6093174418122475.0,7638998147545.427,388.4235521161817,275482094666.8806,1.7188238518628444e+16,1.4384593466592726e+16,6234219871.113492,24694121289.68978,3.2258311281110428e+16,3.271709385540937e+16,3411845558724042.5,315838463982168.6,4845583292298711.0,5325025392969909.0,261174283127.89078,3.861077641893303e+16,2.6296285478412936e+16,3818236900385899.0,314179390510.93756,60621139010190.9,0.03478702218221693,8253100464927234.0,0.12582209368962333,1.4453342569401644e+16,89547821649863.3,2.3985363886559908e+16,768587013.529022,445852741273.5019,234692908779.80984,6480905694497201.0,2532386155920005.5,11623424733502.28,8435849774630.193,1600768598922534.0,6.664071415977163e+16,3.924623743575529e+16,188959861407722.16,143511617132.5381,7.021946781736782e+16,3463181543.8546424,143128682964.8702,44606361242149.13,1.4315543221870064e+16,763467542654911.6,561401752698767.3,9337208916590406.0,58998586.52384469,1260389469153404.2,1585.1614621591846,79917654704557.22,5.183192083514253e+16,1.2079590447260955e+17,1346853043923.3125,212713240986.1321,88859991246372.73,556276189.9222422,25552924317525.69,40127655555621.9,282434542183248.75,4031865871061504.0,5212393888354156.0,375482986873653.2,1922913575100099.8,4816815798399034.0,7.744044669198371e+16,3.3857037807541372e+16,3022619879189090.0,251608542049.39783,15116.399999967007,1097892774352.7773,3.0425363101211768e-27,753958.0952106714,13169217.020376548,29722830.806087043,7135347.644769306,8.549988917830918e+16,1399806665306.2883,5461518943053772.0,4081452945008470.0,1.6250814138604036e-13,1.7578757986649844e-12,25450934185.714508,4.006646710280212e-05,249843853407492.56,36199384327321.13,23003839.940799,176771022332510.03,868674292603382.2,
