Time,Seconds,Minutes,Days,,Bin 2,Bin 3,Bin 4,Bin 2,Bin 3,Bin 4,Bin 2,Bin 3,Bin 4
2894400,6.71033948506784E+017,,,,3.90874226877846E+017,9.56323712202694E+016,899332497081836,,,,,,
2894640,,6.6851355323569E+017,,,,,,3.89372984606862E+017,9.50120671192855E+016,898809278964579,,,
2896128,6.71065149562044E+017,,,,3.90893682079217E+017,9.56330779375323E+016,899332497081836,,,,,,
2896320,,6.68543882124188E+017,,,,,,3.89391895764976E+017,9.50127540741928E+016,898809278964579,,,
2897856,6.7109631870057E+017,,,,3.90913116154529E+017,9.56337838886284E+016,899332497081836,,,,,,
2898000,,6.68574180850367E+017,,,,,,3.89410786957924E+017,9.50134403050345E+016,898809278964579,,,
2899584,6.71127455960733E+017,,,,3.90932529126728E+017,9.56344890743898E+016,899332497081836,,,,,,
2899680,,6.68604449449482E+017,,,,,,3.89429658206786E+017,9.50141258125754E+016,898809278964579,,,
2901312,6.71158561380853E+017,,,,3.90951921018731E+017,9.56351934956477E+016,899332497081836,,,,,,
2901360,,6.68634687956742E+017,,,,,,3.89448509532622E+017,9.50148105975793E+016,898809278964579,,,
2903040,6.71189634999194E+017,,,,3.90971291853435E+017,9.56358971532325E+016,899332497081836,,,,,,
2903040,,6.68664896407306E+017,,,,,,3.89467340956468E+017,9.50154946608089E+016,898809278964579,,,
2904720,,6.68695074836284E+017,,,,,,3.89486152499341E+017,9.50161780030267E+016,898809278964579,,,
2904768,6.71220676853967E+017,,,,3.9099064165371E+017,9.56366000479736E+016,899332497081836,,,,,,
2906400,,6.6872522327874E+017,,,,,,3.89504944182232E+017,9.50168606249938E+016,898809278964579,,,
2906496,6.71251686983331E+017,,,,3.910099704424E+017,9.56373021806995E+016,899332497081836,,,,,,
2908080,,6.6875534176969E+017,,,,,,3.89523716026113E+017,9.50175425274708E+016,898809278964579,,,
2908224,6.71282665425387E+017,,,,3.91029278242325E+017,9.56380035522379E+016,899332497081836,,,,,,
2909760,,6.687854303441E+017,,,,,,3.89542468051932E+017,9.50182237112175E+016,898809278964579,,,
2909952,6.71313612218188E+017,,,,3.91048565076282E+017,9.56387041634155E+016,899332497081836,,,,,,
2911440,,6.68815489036891E+017,,,,,,3.89561200280616E+017,9.50189041769928E+016,898809278964579,,,
2911680,6.71344527399729E+017,,,,3.9106783096704E+017,9.56394040150581E+016,899332497081836,,,,,,
2913120,,6.68845517882936E+017,,,,,,3.8957991273307E+017,9.50195839255549E+016,898809278964579,,,
2913408,6.71375411007955E+017,,,,3.91087075937347E+017,9.56401031079906E+016,899332497081836,,,,,,
2914800,,6.68875516917058E+017,,,,,,3.89598605430174E+017,9.50202629576611E+016,898809278964579,,,
2915136,6.71406263080756E+017,,,,3.91106300009923E+017,9.56408014430372E+016,899332497081836,,,,,,
2916480,,6.68905486174037E+017,,,,,,3.89617278392791E+017,9.5020941274068E+016,898809278964579,,,
2916864,6.71437083655969E+017,,,,3.91125503207466E+017,9.5641499021021E+016,899332497081836,,,,,,
2918160,,6.68935425688601E+017,,,,,,3.89635931641759E+017,9.50216188755313E+016,898809278964579,,,
2918592,6.71467872771379E+017,,,,3.91144685552647E+017,9.56421958427641E+016,899332497081836,,,,,,
2919840,,6.68965335495433E+017,,,,,,3.89654565197893E+017,9.50222957628061E+016,898809278964579,,,
2920320,6.71498630464717E+017,,,,3.91163847068116E+017,9.56428919090881E+016,899332497081836,,,,,,
2921520,,6.68995215629168E+017,,,,,,3.8967317908199E+017,9.50229719366463E+016,898809278964579,,,
2922048,6.71529356773663E+017,,,,3.91182987776493E+017,9.56435872208134E+016,899332497081836,,,,,,
2923200,,6.69025066124396E+017,,,,,,3.8969177331482E+017,9.50236473978055E+016,898809278964579,,,
2923776,6.71560051735841E+017,,,,3.91202107700379E+017,9.56442817787595E+016,899332497081836,,,,,,
2924880,,6.69054887015657E+017,,,,,,3.89710347917136E+017,9.50243221470362E+016,898809278964579,,,
2925504,6.71590715388825E+017,,,,3.91221206862348E+017,9.56449755837452E+016,899332497081836,,,,,,
2926560,,6.69084678337445E+017,,,,,,3.89728902909665E+017,9.50249961850901E+016,898809278964579,,,
2927232,6.71621347770136E+017,,,,3.91240285284948E+017,9.56456686365883E+016,899332497081836,,,,,,
2928240,,6.69114440124208E+017,,,,,,3.89747438313115E+017,9.50256695127183E+016,898809278964579,,,
2928960,6.71651948917242E+017,,,,3.91259342990705E+017,9.56463609381057E+016,899332497081836,,,,,,
2929920,,6.69144172410347E+017,,,,,,3.89765954148171E+017,9.5026342130671E+016,898809278964579,,,
2930688,6.71682518867557E+017,,,,3.9127838000212E+017,9.56470524891134E+016,899332497081836,,,,,,
2931600,,6.69173875230214E+017,,,,,,3.89784450435496E+017,9.50270140396974E+016,898809278964579,,,
2932416,6.71713057658447E+017,,,,3.91297396341669E+017,9.56477432904266E+016,899332497081836,,,,,,
2933280,,6.69203548618118E+017,,,,,,3.89802927195732E+017,9.50276852405464E+016,898809278964579,,,
2934144,6.71743565327222E+017,,,,3.91316392031805E+017,9.56484333428597E+016,899332497081836,,,,,,
2934960,,6.69233192608317E+017,,,,,,3.89821384449499E+017,9.50283557339657E+016,898809278964579,,,
2935872,6.71774041911141E+017,,,,3.91335367094954E+017,9.56491226472258E+016,899332497081836,,,,,,
2936640,,6.69262807235027E+017,,,,,,3.89839822217395E+017,9.50290255207022E+016,898809278964579,,,
2937600,6.71804487447411E+017,,,,3.9135432155352E+017,9.56498112043377E+016,899332497081836,,,,,,
2937600,,,2.14017083447609E+017,,,,,,,,8.96108321963224E+016,3101077476266689,74577559631.401
2938320,,6.69292392532415E+017,,,,,,3.89858240519996E+017,9.50296946015024E+016,898809278964579,,,
2939328,6.71834901973187E+017,,,,3.91373255429882E+017,9.56504990150069E+016,899332497081836,,,,,,
2940000,,6.693219485346E+017,,,,,,3.89876639377857E+017,9.50303629771116E+016,898809278964579,,,
2941056,6.71865285525572E+017,,,,3.91392168746395E+017,9.56511860800441E+016,899332497081836,,,,,,
2941680,,6.69351475275659E+017,,,,,,3.89895018811511E+017,9.50310306482745E+016,898809278964579,,,
2942784,6.71895638141618E+017,,,,3.9141106152539E+017,9.56518724002592E+016,899332497081836,,,,,,
2943360,,6.6938097278962E+017,,,,,,3.89913378841469E+017,9.5031697615735E+016,898809278964579,,,
2944512,6.71925959858323E+017,,,,3.91429933789172E+017,9.56525579764612E+016,899332497081836,,,,,,
2945040,,6.69410441110465E+017,,,,,,3.8993171948822E+017,9.50323638802362E+016,898809278964579,,,
2946240,6.71956250712637E+017,,,,3.91448785560024E+017,9.56532428094582E+016,899332497081836,,,,,,
2946720,,6.69439880272129E+017,,,,,,3.89950040772234E+017,9.50330294425204E+016,898809278964579,,,
2947968,6.71986510741455E+017,,,,3.91467616860203E+017,9.56539269000574E+016,899332497081836,,,,,,
2948400,,6.69469290308504E+017,,,,,,3.89968342713957E+017,9.50336943033292E+016,898809278964579,,,
2949696,6.72016739981622E+017,,,,3.91486427711944E+017,9.56546102490653E+016,899332497081836,,,,,,
2950080,,6.69498671253432E+017,,,,,,3.89986625333813E+017,9.50343584634034E+016,898809278964579,,,
2951424,6.72046938469933E+017,,,,3.91505218137456E+017,9.56552928572872E+016,899332497081836,,,,,,
2951760,,6.69528023140714E+017,,,,,,3.90004888652206E+017,9.50350219234828E+016,898809278964579,,,
2953152,6.72077106243128E+017,,,,3.91523988158924E+017,9.56559747255278E+016,899332497081836,,,,,,
2953440,,6.695573460041E+017,,,,,,3.90023132689518E+017,9.50356846843068E+016,898809278964579,,,
2954880,6.721072433379E+017,,,,3.91542737798511E+017,9.56566558545909E+016,899332497081836,,,,,,
2955120,,6.69586639877298E+017,,,,,,3.90041357466109E+017,9.50363467466136E+016,898809278964579,,,
2956608,6.72137349790889E+017,,,,3.91561467078354E+017,9.56573362452792E+016,899332497081836,,,,,,
2956800,,6.69615904793969E+017,,,,,,3.90059563002319E+017,9.50370081111411E+016,898809278964579,,,
2958336,6.72167425638682E+017,,,,3.91580176020565E+017,9.56580158983949E+016,899332497081836,,,,,,
2958480,,6.69645140787729E+017,,,,,,3.90077749318464E+017,9.50376687786259E+016,898809278964579,,,
2960064,6.72197470917819E+017,,,,3.91598864647235E+017,9.56586948147389E+016,899332497081836,,,,,,
2960160,,6.69674347892147E+017,,,,,,3.90095916434842E+017,9.50383287498042E+016,898809278964579,,,
2961792,6.72227485664786E+017,,,,3.9161753298043E+017,9.56593729951117E+016,899332497081836,,,,,,
2961840,,6.69703526140748E+017,,,,,,3.90114064371726E+017,9.50389880254114E+016,898809278964579,,,
2963520,6.72257469916021E+017,,,,3.9163618104219E+017,9.56600504403125E+016,899332497081836,,,,,,
2963520,,6.69732675567011E+017,,,,,,3.9013219314937E+017,9.50396466061819E+016,898809278964579,,,
2965200,,6.69761796204371E+017,,,,,,3.90150302788006E+017,9.50403044928495E+016,898809278964579,,,
2965248,6.72287423707908E+017,,,,3.91654808854534E+017,9.56607271511399E+016,899332497081836,,,,,,
2966880,,6.69790888086215E+017,,,,,,3.90168393307845E+017,9.50409616861472E+016,898809278964579,,,
2966976,6.72317347076782E+017,,,,3.91673416439456E+017,9.56614031283915E+016,899332497081836,,,,,,
2968560,,6.69819951245888E+017,,,,,,3.90186464729076E+017,9.50416181868072E+016,898809278964579,,,
2968704,6.72347240058928E+017,,,,3.91692003818925E+017,9.56620783728642E+016,899332497081836,,,,,,
2970240,,6.69848985716687E+017,,,,,,3.90204517071866E+017,9.50422739955609E+016,898809278964579,,,
2970432,6.7237710269058E+017,,,,3.91710571014887E+017,9.56627528853538E+016,899332497081836,,,,,,
2971920,,6.69877991531868E+017,,,,,,3.90222550356364E+017,9.50429291131391E+016,898809278964579,,,
2972160,6.72406935007922E+017,,,,3.91729118049265E+017,9.56634266666555E+016,899332497081836,,,,,,
2973600,,6.69906968724637E+017,,,,,,3.90240564602693E+017,9.50435835402715E+016,898809278964579,,,
2973888,6.72436737047087E+017,,,,3.91747644943958E+017,9.56640997175633E+016,899332497081836,,,,,,
2975280,,6.69935917328159E+017,,,,,,3.90258559830959E+017,9.50442372776874E+016,898809278964579,,,
2975616,6.72466508844159E+017,,,,3.9176615172084E+017,9.56647720388708E+016,899332497081836,,,,,,
2976960,,6.69964837375553E+017,,,,,,3.90276536061245E+017,9.5044890326115E+016,898809278964579,,,
2977344,6.72496250435171E+017,,,,3.91784638401762E+017,9.56654436313703E+016,899332497081836,,,,,,
2978640,,6.69993728899893E+017,,,,,,3.90294493313612E+017,9.5045542686282E+016,898809278964579,,,
2979072,6.72525961856104E+017,,,,3.91803105008552E+017,9.56661144958534E+016,899332497081836,,,,,,
2980320,,6.70022591934208E+017,,,,,,3.90312431608102E+017,9.50461943589152E+016,898809278964579,,,
2980800,6.72555643142894E+017,,,,3.91821551563013E+017,9.5666784633111E+016,899332497081836,,,,,,
2982000,,6.70051426511484E+017,,,,,,3.90330350964733E+017,9.50468453447407E+016,898809278964579,,,
2982528,6.72585294331423E+017,,,,3.91839978086926E+017,9.56674540439328E+016,899332497081836,,,,,,
2983680,,6.70080232664661E+017,,,,,,3.90348251403504E+017,9.50474956444837E+016,898809278964579,,,
2984256,6.72614915457524E+017,,,,3.91858384602046E+017,9.56681227291081E+016,899332497081836,,,,,,
2985360,,6.70109010426636E+017,,,,,,3.90366132944394E+017,9.50481452588688E+016,898809278964579,,,
2985984,6.7264450655698E+017,,,,3.91876771130107E+017,9.56687906894249E+016,899332497081836,,,,,,
2987040,,6.70137759830258E+017,,,,,,3.90383995607357E+017,9.50487941886197E+016,898809278964579,,,
2987712,6.72674067665528E+017,,,,3.91895137692818E+017,9.56694579256705E+016,899332497081836,,,,,,
2988720,,6.70166480908338E+017,,,,,,3.9040183941233E+017,9.50494424344594E+016,898809278964579,,,
2989440,6.7270359881885E+017,,,,3.91913484311865E+017,9.56701244386316E+016,899332497081836,,,,,,
2990400,,6.70195173693637E+017,,,,,,3.90419664379227E+017,9.50500899971102E+016,898809278964579,,,
2991168,6.72733100052583E+017,,,,3.9193181100891E+017,9.56707902290937E+016,899332497081836,,,,,,
2992080,,6.70223838218874E+017,,,,,,3.9043747052794E+017,9.50507368772936E+016,898809278964579,,,
2992896,6.72762571402312E+017,,,,3.91950117805591E+017,9.56714552978415E+016,899332497081836,,,,,,
2993760,,6.70252474516725E+017,,,,,,3.90455257878343E+017,9.50513830757302E+016,898809278964579,,,
2994624,6.72792012903572E+017,,,,3.91968404723524E+017,9.5672119645659E+016,899332497081836,,,,,,
2995440,,6.70281082619821E+017,,,,,,3.90473026450286E+017,9.505202859314E+016,898809278964579,,,
2996352,6.72821424591853E+017,,,,3.919866717843E+017,9.56727832733293E+016,899332497081836,,,,,,
2997120,,6.70309662560749E+017,,,,,,3.90490776263601E+017,9.50526734302422E+016,898809278964579,,,
2998080,6.72850806502591E+017,,,,3.92004919009487E+017,9.56734461816346E+016,899332497081836,,,,,,
2998800,,6.70338214372051E+017,,,,,,3.90508507338095E+017,9.50533175877552E+016,898809278964579,,,
2999808,6.72880158671175E+017,,,,3.92023146420632E+017,9.56741083713563E+016,899332497081836,,,,,,
3000480,,6.70366738086228E+017,,,,,,3.90526219693559E+017,9.50539610663968E+016,898809278964579,,,
3001536,6.72909481132947E+017,,,,3.92041354039255E+017,9.56747698432749E+016,899332497081836,,,,,,
3002160,,6.70395233735736E+017,,,,,,3.90543913349759E+017,9.50546038668837E+016,898809278964579,,,
3003264,6.72938773923196E+017,,,,3.92059541886854E+017,9.567543059817E+016,899332497081836,,,,,,
3003840,,6.70423701352985E+017,,,,,,3.90561588326443E+017,9.50552459899323E+016,898809278964579,,,
3004992,6.72968037077165E+017,,,,3.92077709984904E+017,9.56760906368205E+016,899332497081836,,,,,,
3005520,,6.70452140970345E+017,,,,,,3.90579244643336E+017,9.50558874362579E+016,898809278964579,,,
3006720,6.72997270630049E+017,,,,3.92095858354857E+017,9.56767499600044E+016,899332497081836,,,,,,
3007200,,6.70480552620141E+017,,,,,,3.90596882320145E+017,9.50565282065751E+016,898809278964579,,,
3008448,6.73026474616991E+017,,,,3.92113987018141E+017,9.56774085684989E+016,899332497081836,,,,,,
3008880,,6.70508936334655E+017,,,,,,3.90614501376552E+017,9.50571683015979E+016,898809278964579,,,
3010176,6.73055649073088E+017,,,,3.92132095996162E+017,9.56780664630802E+016,899332497081836,,,,,,
3010560,,6.70537292146123E+017,,,,,,3.90632101832222E+017,9.50578077220393E+016,898809278964579,,,
3011904,6.73084794033389E+017,,,,3.92150185310301E+017,9.56787236445239E+016,899332497081836,,,,,,
3012240,,6.70565620086741E+017,,,,,,3.90649683706798E+017,9.50584464686119E+016,898809278964579,,,
3013632,6.73113909532893E+017,,,,3.92168254981917E+017,9.56793801136045E+016,899332497081836,,,,,,
3013920,,6.70593920188662E+017,,,,,,3.90667247019902E+017,9.50590845420272E+016,898809278964579,,,
3015360,6.73142995606552E+017,,,,3.92186305032345E+017,9.56800358710957E+016,899332497081836,,,,,,
3015600,,6.70622192483992E+017,,,,,,3.90684791791136E+017,9.50597219429962E+016,898809278964579,,,
3017088,6.73172052289266E+017,,,,3.92204335482897E+017,9.56806909177706E+016,899332497081836,,,,,,
3017280,,6.70650437004798E+017,,,,,,3.9070231804008E+017,9.50603586722289E+016,898809278964579,,,
3018816,6.73201079615892E+017,,,,3.92222346354863E+017,9.56813452544013E+016,899332497081836,,,,,,
3018960,,6.70678653783102E+017,,,,,,3.90719825786295E+017,9.50609947304348E+016,898809278964579,,,
3020544,6.73230077621236E+017,,,,3.92240337669509E+017,9.56819988817589E+016,899332497081836,,,,,,
3020640,,6.70706842850883E+017,,,,,,3.90737315049319E+017,9.50616301183225E+016,898809278964579,,,
3022272,6.73259046340057E+017,,,,3.92258309448077E+017,9.5682651800614E+016,899332497081836,,,,,,
3022320,,6.70735004240078E+017,,,,,,3.90754785848673E+017,9.50622648365999E+016,898809278964579,,,
3024000,6.73287985807065E+017,,,,3.92276261711789E+017,9.56833040117361E+016,899332497081836,,,,,,
3024000,,6.70763137982579E+017,,,,,,3.90772238203854E+017,9.50628988859741E+016,898809278964579,,,
3024000,,,2.15392400562065E+017,,,,,,,,9.04605249710004E+016,3131950134277715,74577559631.401
3025680,,6.70791244110239E+017,,,,,,3.9078967213434E+017,9.50635322671517E+016,898809278964579,,,
3025728,6.73316896056923E+017,,,,3.9229419448184E+017,9.5683955515894E+016,899332497081836,,,,,,
3027360,,6.70819322654865E+017,,,,,,3.90807087659589E+017,9.50641649808381E+016,898809278964579,,,
3027456,6.73345777124247E+017,,,,3.92312107779405E+017,9.56846063138556E+016,899332497081836,,,,,,
3029040,,6.70847373648223E+017,,,,,,3.90824484799036E+017,9.50647970277384E+016,898809278964579,,,
3029184,6.73374629043604E+017,,,,3.92330001625635E+017,9.5685256406388E+016,899332497081836,,,,,,
3030720,,6.70875397122035E+017,,,,,,3.90841863572099E+017,9.50654284085567E+016,898809278964579,,,
3030912,6.73403451849512E+017,,,,3.92347876041657E+017,9.56859057942573E+016,899332497081836,,,,,,
3032400,,6.70903393107983E+017,,,,,,3.90859223998173E+017,9.50660591239965E+016,898809278964579,,,
3032640,6.73432245576444E+017,,,,3.92365731048578E+017,9.56865544782292E+016,899332497081836,,,,,,
3034080,,6.70931361637704E+017,,,,,,3.90876566096633E+017,9.50666891747604E+016,898809278964579,,,
3034368,6.73461010258825E+017,,,,3.92383566667478E+017,9.56872024590681E+016,899332497081836,,,,,,
3035760,,6.70959302742795E+017,,,,,,3.90893889886834E+017,9.50673185615503E+016,898809278964579,,,
3036096,6.73489745931034E+017,,,,3.92401382919417E+017,9.56878497375378E+016,899332497081836,,,,,,
3037440,,6.70987216454808E+017,,,,,,3.90911195388111E+017,9.50679472850675E+016,898809278964579,,,
3037824,6.73518452627397E+017,,,,3.92419179825432E+017,9.56884963144013E+016,899332497081836,,,,,,
3039120,,6.71015102805255E+017,,,,,,3.90928482619777E+017,9.50685753460125E+016,898809278964579,,,
3039552,6.73547130382199E+017,,,,3.92436957406537E+017,9.56891421904206E+016,899332497081836,,,,,,
3040800,,6.71042961825605E+017,,,,,,3.90945751601126E+017,9.50692027450849E+016,898809278964579,,,
3041280,6.73575779229676E+017,,,,3.92454715683723E+017,9.56897873663571E+016,899332497081836,,,,,,
3042480,,6.71070793547284E+017,,,,,,3.90963002351431E+017,9.50698294829838E+016,898809278964579,,,
3043008,6.73604399204016E+017,,,,3.92472454677956E+017,9.56904318429711E+016,899332497081836,,,,,,
3044160,,6.71098598001678E+017,,,,,,3.90980234889945E+017,9.50704555604073E+016,898809278964579,,,
3044736,6.73632990339359E+017,,,,3.92490174410183E+017,9.56910756210224E+016,899332497081836,,,,,,
3045840,,6.7112637522013E+017,,,,,,3.90997449235902E+017,9.50710809780531E+016,898809278964579,,,
3046464,6.73661552669802E+017,,,,3.92507874901327E+017,9.56917187012697E+016,899332497081836,,,,,,
3047520,,6.71154125233942E+017,,,,,,3.91014645408512E+017,9.50717057366179E+016,898809278964579,,,
3048192,6.73690086229391E+017,,,,3.92525556172287E+017,9.5692361084471E+016,899332497081836,,,,,,
3049200,,6.71181848074371E+017,,,,,,3.91031823426969E+017,9.50723298367977E+016,898809278964579,,,
3049920,6.73718591052126E+017,,,,3.9254321824394E+017,9.56930027713834E+016,899332497081836,,,,,,
3050880,,6.71209543772637E+017,,,,,,3.91048983310444E+017,9.50729532792879E+016,898809278964579,,,
3051648,6.73747067171963E+017,,,,3.92560861137141E+017,9.56936437627634E+016,899332497081836,,,,,,
3052560,,6.71237212359913E+017,,,,,,3.91066125078089E+017,9.5073576064783E+016,898809278964579,,,
3053376,6.73775514622808E+017,,,,3.92578484872722E+017,9.56942840593663E+016,899332497081836,,,,,,
3054240,,6.71264853867337E+017,,,,,,3.91083248749034E+017,9.50741981939769E+016,898809278964579,,,
3055104,6.73803933438523E+017,,,,3.92596089471492E+017,9.5694923661947E+016,899332497081836,,,,,,
3055920,,6.71292468325998E+017,,,,,,3.91100354342392E+017,9.50748196675626E+016,898809278964579,,,
3056832,6.73832323652921E+017,,,,3.92613674954238E+017,9.56955625712592E+016,899332497081836,,,,,,
3057600,,6.7132005576695E+017,,,,,,3.91117441877253E+017,9.50754404862326E+016,898809278964579,,,
3058560,6.73860685299773E+017,,,,3.92631241341724E+017,9.56962007880561E+016,899332497081836,,,,,,
3059280,,6.71347616221202E+017,,,,,,3.91134511372688E+017,9.50760606506785E+016,898809278964579,,,
3060288,6.73889018412798E+017,,,,3.92648788654691E+017,9.56968383130899E+016,899332497081836,,,,,,
3060960,,6.71375149719721E+017,,,,,,3.91151562847748E+017,9.50766801615911E+016,898809278964579,,,
3062016,6.73917323025672E+017,,,,3.9266631691386E+017,9.56974751471119E+016,899332497081836,,,,,,
3062640,,6.71402656293436E+017,,,,,,3.91168596321463E+017,9.50772990196608E+016,898809278964579,,,
3063744,6.73945599172025E+017,,,,3.92683826139926E+017,9.56981112908729E+016,899332497081836,,,,,,
3064320,,6.71430135973232E+017,,,,,,3.91185611812845E+017,9.5077917225577E+016,898809278964579,,,
3065472,6.7397384688544E+017,,,,3.92701316353563E+017,9.56987467451226E+016,899332497081836,,,,,,
3066000,,6.71457588789954E+017,,,,,,3.91202609340883E+017,9.50785347800283E+016,898809278964579,,,
3067200,6.74002066199453E+017,,,,3.92718787575423E+017,9.569938151061E+016,899332497081836,,,,,,
3067680,,6.71485014774406E+017,,,,,,3.91219588924549E+017,9.50791516837029E+016,898809278964579,,,
3068928,6.74030257147557E+017,,,,3.92736239826137E+017,9.57000155880832E+016,899332497081836,,,,,,
3069360,,6.7151241395735E+017,,,,,,3.91236550582792E+017,9.50797679372879E+016,898809278964579,,,
3070656,6.74058419763196E+017,,,,3.92753673126309E+017,9.57006489782897E+016,899332497081836,,,,,,
3071040,,6.71539786369508E+017,,,,,,3.91253494334543E+017,9.508038354147E+016,898809278964579,,,
3072384,6.7408655407977E+017,,,,3.92771087496526E+017,9.57012816819759E+016,899332497081836,,,,,,
3072720,,6.7156713204156E+017,,,,,,3.91270420198713E+017,9.50809984969349E+016,898809278964579,,,
3074112,6.74114660130632E+017,,,,3.92788482957349E+017,9.57019136998876E+016,899332497081836,,,,,,
3074400,,6.71594451004147E+017,,,,,,3.91287328194191E+017,9.50816128043678E+016,898809278964579,,,
3075840,6.74142737949093E+017,,,,3.92805859529319E+017,9.57025450327697E+016,899332497081836,,,,,,
3076080,,6.71621743287867E+017,,,,,,3.9130421833985E+017,9.50822264644531E+016,898809278964579,,,
3077568,6.74170787568412E+017,,,,3.92823217232953E+017,9.57031756813663E+016,899332497081836,,,,,,
3077760,,6.7164900892328E+017,,,,,,3.91321090654539E+017,9.50828394778744E+016,898809278964579,,,
3079296,6.74198809021807E+017,,,,3.92840556088745E+017,9.57038056464208E+016,899332497081836,,,,,,
3079440,,6.71676247940902E+017,,,,,,3.91337945157089E+017,9.50834518453146E+016,898809278964579,,,
3081024,6.74226802342451E+017,,,,3.92857876117171E+017,9.57044349286757E+016,899332497081836,,,,,,
3081120,,6.71703460371211E+017,,,,,,3.91354781866312E+017,9.50840635674561E+016,898809278964579,,,
3082752,6.74254767563469E+017,,,,3.92875177338679E+017,9.57050635288725E+016,899332497081836,,,,,,
3082800,,6.71730646244644E+017,,,,,,3.91371600800997E+017,9.50846746449802E+016,898809278964579,,,
3084480,6.74282704717943E+017,,,,3.928924597737E+017,9.57056914477524E+016,899332497081836,,,,,,
3084480,,6.71757805591597E+017,,,,,,3.91388401979918E+017,9.50852850785678E+016,898809278964579,,,
3086160,,6.71784938442425E+017,,,,,,3.91405185421824E+017,9.50858948688989E+016,898809278964579,,,
3086208,6.74310613838907E+017,,,,3.92909723442638E+017,9.57063186860552E+016,899332497081836,,,,,,
3087840,,6.71812044827445E+017,,,,,,3.91421951145448E+017,9.50865040166529E+016,898809278964579,,,
3087936,6.74338494959354E+017,,,,3.92926968365881E+017,9.57069452445203E+016,899332497081836,,,,,,
3089520,,6.7183912477693E+017,,,,,,3.91438699169502E+017,9.50871125225084E+016,898809278964579,,,
3089664,6.74366348112227E+017,,,,3.92944194563788E+017,9.57075711238863E+016,899332497081836,,,,,,
3091200,,6.71866178321118E+017,,,,,,3.91455429512677E+017,9.50877203871433E+016,898809278964579,,,
3091392,6.74394173330428E+017,,,,3.92961402056701E+017,9.57081963248907E+016,899332497081836,,,,,,
3092880,,6.71893205490202E+017,,,,,,3.91472142193646E+017,9.50883276112348E+016,898809278964579,,,
3093120,6.74421970646812E+017,,,,3.92978590864936E+017,9.57088208482704E+016,899332497081836,,,,,,
3094560,,6.71920206314337E+017,,,,,,3.91488837231062E+017,9.50889341954594E+016,898809278964579,,,
3094848,6.74449740094191E+017,,,,3.92995761008791E+017,9.57094446947616E+016,899332497081836,,,,,,
3096240,,6.71947180823638E+017,,,,,,3.91505514643559E+017,9.50895401404928E+016,898809278964579,,,
3096576,6.74477481705329E+017,,,,3.9301291250854E+017,9.57100678650994E+016,899332497081836,,,,,,
3097920,,6.7197412904818E+017,,,,,,3.91522174449748E+017,9.50901454470102E+016,898809278964579,,,
3098304,6.74505195512949E+017,,,,3.93030045384434E+017,9.57106903600185E+016,899332497081836,,,,,,
3099600,,6.72001051017997E+017,,,,,,3.91538816668225E+017,9.50907501156858E+016,898809278964579,,,
3100032,6.74532881549727E+017,,,,3.93047159656703E+017,9.57113121802524E+016,899332497081836,,,,,,
3101280,,6.72027946763085E+017,,,,,,3.91555441317563E+017,9.50913541471933E+016,898809278964579,,,
3101760,6.74560539848294E+017,,,,3.93064255345556E+017,9.57119333265341E+016,899332497081836,,,,,,
3102960,,6.720548163134E+017,,,,,,3.91572048416316E+017,9.50919575422056E+016,898809278964579,,,
3103488,6.7458817044124E+017,,,,3.93081332471179E+017,9.57125537995956E+016,899332497081836,,,,,,
3104640,,6.72081659698857E+017,,,,,,3.9158863798302E+017,9.5092560301395E+016,898809278964579,,,
3105216,6.74615773361106E+017,,,,3.93098391053735E+017,9.57131736001683E+016,899332497081836,,,,,,
3106320,,6.72108476949332E+017,,,,,,3.9160521003619E+017,9.50931624254328E+016,898809278964579,,,
3106944,6.74643348640392E+017,,,,3.93115431113367E+017,9.57137927289827E+016,899332497081836,,,,,,
3108000,,6.72135268094661E+017,,,,,,3.91621764594322E+017,9.50937639149899E+016,898809278964579,,,
3108672,6.74670896311552E+017,,,,3.93132452670195E+017,9.57144111867684E+016,899332497081836,,,,,,
3109680,,6.72162033164641E+017,,,,,,3.91638301675892E+017,9.50943647707365E+016,898809278964579,,,
3110400,6.74698416406996E+017,,,,3.93149455744319E+017,9.57150289742544E+016,899332497081836,,,,,,
3110400,,,2.16700835763608E+017,,,,,,,,9.12652928580365E+016,3.16119353296022E+015,74577559631.401
3111360,,6.72188772189031E+017,,,,,,3.91654821299357E+017,9.50949649933418E+016,898809278964579,,,
3112128,6.74725908959091E+017,,,,3.93166440355814E+017,9.57156460921689E+016,899332497081836,,,,,,
3113040,,6.72215485197547E+017,,,,,,3.91671323483154E+017,9.50955645834745E+016,898809278964579,,,
3113856,6.74753374000158E+017,,,,3.93183406524737E+017,9.5716262541239E+016,899332497081836,,,,,,
3114720,,6.7224217221987E+017,,,,,,3.91687808245702E+017,9.50961635418027E+016,898809278964579,,,
3115584,6.74780811562477E+017,,,,3.93200354271119E+017,9.57168783221915E+016,899332497081836,,,,,,
3116400,,6.72268833285637E+017,,,,,,3.91704275605398E+017,9.50967618689935E+016,898809278964579,,,
3117312,6.74808221678281E+017,,,,3.93217283614974E+017,9.57174934357521E+016,899332497081836,,,,,,
3118080,,6.72295468424451E+017,,,,,,3.91720725580621E+017,9.50973595657135E+016,898809278964579,,,
3119040,6.74835604379761E+017,,,,3.93234194576289E+017,9.57181078826457E+016,899332497081836,,,,,,
