Time,Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6
23912,6.252917201262904e+17,3.624436842537252e+17,9.40344658362713e+16,898809278964578.6,0,0
23940,6.253695719589216e+17,3.624909259466533e+17,9.403618024937752e+16,898809278964578.6,0,0
23968,6.254473312301875e+17,3.625381185965501e+17,9.403789288385179e+16,898809278964578.6,0,0
23996,6.255249980707939e+17,3.625852622484411e+17,9.403960374132678e+16,898809278964578.6,0,0
24024,6.256025726112454e+17,3.6263235694735846e+17,9.404131282343547e+16,898809278964578.6,0,0
24052,6.256800549818454e+17,3.626794027383407e+17,9.404302013181099e+16,898809278964578.6,0,0
24080,6.257574453126966e+17,3.627263996664318e+17,9.404472566808675e+16,898809278964578.6,0,0
24108,6.258347437337015e+17,3.627733477766811e+17,9.404642943389635e+16,898809278964578.6,0,0
24136,6.259119503745619e+17,3.6282024711414304e+17,9.404813143087354e+16,898809278964578.6,0,0
24164,6.259890653647802e+17,3.6286709772387635e+17,9.404983166065222e+16,898809278964578.6,0,0
24192,6.26066088833659e+17,3.629138996509436e+17,9.405153012486651e+16,898809278964578.6,0,0
24220,6.261430209103008e+17,3.6296065294041126e+17,9.405322682515061e+16,898809278964578.6,0,0
24248,6.262198617236091e+17,3.63007357637349e+17,9.405492176313885e+16,898809278964578.6,0,0
24276,6.262966114022883e+17,3.6305401378682906e+17,9.405661494046566e+16,898809278964578.6,0,0
24304,6.26373270074844e+17,3.631006214339262e+17,9.405830635876558e+16,898809278964578.6,0,0
24332,6.264498378695831e+17,3.6314718062371725e+17,9.405999601967323e+16,898809278964578.6,0,0
24360,6.265263149146143e+17,3.631936914012805e+17,9.406168392482325e+16,898809278964578.6,0,0
24388,6.266027013378479e+17,3.632401538116953e+17,9.406337007585035e+16,898809278964578.6,0,0
24416,6.266789972669967e+17,3.632865679000422e+17,9.406505447438931e+16,898809278964578.6,0,0
24444,6.267552028295754e+17,3.633329337114018e+17,9.406673712207485e+16,898809278964578.6,0,0
24472,6.268313181529016e+17,3.63379251290855e+17,9.406841802054176e+16,898809278964578.6,0,0
24500,6.26907343364096e+17,3.6342552068348205e+17,9.40700971714248e+16,898809278964578.6,0,0
24528,6.269832785900818e+17,3.6347174193436275e+17,9.407177457635869e+16,898809278964578.6,0,0
24556,6.270591239575853e+17,3.6351791508857555e+17,9.407345023697813e+16,898809278964578.6,0,0
24584,6.271348795931374e+17,3.635640401911978e+17,9.40751241549178e+16,898809278964578.6,0,0
24612,6.272105456230717e+17,3.636101172873045e+17,9.407679633181221e+16,898809278964578.6,0,0
24640,6.272861221735267e+17,3.636561464219689e+17,9.407846676929595e+16,898809278964578.6,0,0
24668,6.273616093704442e+17,3.6370212764026144e+17,9.40801354690034e+16,898809278964578.6,0,0
24696,6.274370073395712e+17,3.6374806098724966e+17,9.408180243256886e+16,898809278964578.6,0,0
24724,6.275123162064593e+17,3.637939465079979e+17,9.408346766162654e+16,898809278964578.6,0,0
24752,6.275875360964653e+17,3.6383978424756685e+17,9.408513115781054e+16,898809278964578.6,0,0
24780,6.276626671347508e+17,3.638855742510134e+17,9.408679292275474e+16,898809278964578.6,0,0
24808,6.277377094462828e+17,3.639313165633896e+17,9.408845295809293e+16,898809278964578.6,0,0
24836,6.278126631558349e+17,3.639770112297434e+17,9.409011126545872e+16,898809278964578.6,0,0
24864,6.278875283879853e+17,3.6402265829511763e+17,9.409176784648555e+16,898809278964578.6,0,0
24892,6.279623052671197e+17,3.640682578045494e+17,9.409342270280666e+16,898809278964578.6,0,0
24920,6.280369939174292e+17,3.641138098030708e+17,9.409507583605506e+16,898809278964578.6,0,0
24948,6.281115944629124e+17,3.6415931433570726e+17,9.40967272478636e+16,898809278964578.6,0,0
24976,6.281861070273742e+17,3.642047714474785e+17,9.409837693986485e+16,898809278964578.6,0,0
25004,6.28260531734427e+17,3.6425018118339725e+17,9.410002491369118e+16,898809278964578.6,0,0
25032,6.283348687074907e+17,3.642955435884693e+17,9.410167117097469e+16,898809278964578.6,0,0
25060,6.284091180697925e+17,3.6434085870769306e+17,9.410331571334725e+16,898809278964578.6,0,0
25088,6.284832799443676e+17,3.6438612658605984e+17,9.41049585424404e+16,898809278964578.6,0,0
25116,6.285573544540598e+17,3.644313472685524e+17,9.410659965988542e+16,898809278964578.6,0,0
25144,6.286313417215206e+17,3.644765208001459e+17,9.410823906731333e+16,898809278964578.6,0,0
25172,6.287052418692108e+17,3.6452164722580646e+17,9.410987676635483e+16,898809278964578.6,0,0
25200,6.287790550193996e+17,3.6456672659049165e+17,9.411151275864024e+16,898809278964578.6,0,0
25228,6.288527812941658e+17,3.6461175893914995e+17,9.411314704579962e+16,898809278964578.6,0,0
25256,6.289264208153967e+17,3.646567443167204e+17,9.411477962946267e+16,898809278964578.6,0,0
25284,6.289999737047903e+17,3.6470168276813203e+17,9.411641051125875e+16,898809278964578.6,0,0
25312,6.290734400838538e+17,3.647465743383045e+17,9.411803969281683e+16,898809278964578.6,0,0
25340,6.291468200739048e+17,3.647914190721464e+17,9.411966717576557e+16,898809278964578.6,0,0
25368,6.292201137960712e+17,3.648362170145566e+17,9.412129296173314e+16,898809278964578.6,0,0
25396,6.292933213712911e+17,3.648809682104225e+17,9.412291705234746e+16,898809278964578.6,0,0
25424,6.293664429203145e+17,3.649256727046204e+17,9.412453944923589e+16,898809278964578.6,0,0
25452,6.294394785637011e+17,3.649703305420154e+17,9.412616015402552e+16,898809278964578.6,0,0
25480,6.295124284218236e+17,3.650149417674608e+17,9.412777916834294e+16,898809278964578.6,0,0
25508,6.295852926148645e+17,3.650595064257981e+17,9.412939649381435e+16,898809278964578.6,0,0
25536,6.2965807126282e+17,3.6510402456185626e+17,9.413101213206546e+16,898809278964578.6,0,0
25564,6.297307644854967e+17,3.651484962204519e+17,9.413262608472154e+16,898809278964578.6,0,0
25592,6.298033724025148e+17,3.65192921446389e+17,9.413423835340742e+16,898809278964578.6,0,0
25620,6.298758951333064e+17,3.652373002844583e+17,9.413584893974747e+16,898809278964578.6,0,0
25648,6.299483327971169e+17,3.652816327794373e+17,9.413745784536557e+16,898809278964578.6,0,0
25676,6.300206855130042e+17,3.653259189760899e+17,9.413906507188506e+16,898809278964578.6,0,0
25704,6.300929533998406e+17,3.653701589191666e+17,9.414067062092885e+16,898809278964578.6,0,0
25732,6.301651365763108e+17,3.654143526534032e+17,9.414227449411928e+16,898809278964578.6,0,0
25760,6.30237235160914e+17,3.6545850022352166e+17,9.414387669307826e+16,898809278964578.6,0,0
25788,6.303092492719638e+17,3.655026016742291e+17,9.414547721942707e+16,898809278964578.6,0,0
25816,6.303811790275876e+17,3.655466570502181e+17,9.414707607478654e+16,898809278964578.6,0,0
25844,6.304530245457268e+17,3.65590666396166e+17,9.41486732607769e+16,898809278964578.6,0,0
25872,6.305247859441396e+17,3.6563462975673504e+17,9.415026877901784e+16,898809278964578.6,0,0
25900,6.305964633403976e+17,3.656785471765716e+17,9.415186263112851e+16,898809278964578.6,0,0
25928,6.30668056851888e+17,3.6572241870030656e+17,9.415345481872747e+16,898809278964578.6,0,0
25956,6.307395665958147e+17,3.6576624437255494e+17,9.415504534343272e+16,898809278964578.6,0,0
25984,6.308109926891959e+17,3.658100242379153e+17,9.415663420686166e+16,898809278964578.6,0,0
26012,6.308823352488671e+17,3.658537583409696e+17,9.415822141063106e+16,898809278964578.6,0,0
26040,6.309535943914797e+17,3.6589744672628346e+17,9.415980695635717e+16,898809278964578.6,0,0
26068,6.310247702335016e+17,3.659410894384054e+17,9.416139084565555e+16,898809278964578.6,0,0
26096,6.31095862891218e+17,3.6598468652186675e+17,9.416297308014115e+16,898809278964578.6,0,0
26124,6.311668724807309e+17,3.6602823802118176e+17,9.416455366142835e+16,898809278964578.6,0,0
26152,6.312377991179597e+17,3.66071743980847e+17,9.416613259113085e+16,898809278964578.6,0,0
26180,6.313086429186417e+17,3.661152044453407e+17,9.416770987086166e+16,898809278964578.6,0,0
26208,6.313794039983318e+17,3.661586194591239e+17,9.416928550223325e+16,898809278964578.6,0,0
26236,6.314500824724027e+17,3.662019890666391e+17,9.417085948685733e+16,898809278964578.6,0,0
26264,6.315206784560468e+17,3.662453133123103e+17,9.417243182634501e+16,898809278964578.6,0,0
26292,6.315911920642733e+17,3.6628859224054285e+17,9.417400252230667e+16,898809278964578.6,0,0
26320,6.316616234119118e+17,3.663318258957233e+17,9.417557157635205e+16,898809278964578.6,0,0
26348,6.317319726136105e+17,3.6637501432221926e+17,9.417713899009019e+16,898809278964578.6,0,0
26376,6.318022397838367e+17,3.664181575643791e+17,9.417870476512942e+16,898809278964578.6,0,0
26404,6.31872425036878e+17,3.664612556665313e+17,9.418026890307738e+16,898809278964578.6,0,0
26432,6.319425284868413e+17,3.6650430867298534e+17,9.418183140554098e+16,898809278964578.6,0,0
26460,6.320125502476541e+17,3.665473166280305e+17,9.418339227412643e+16,898809278964578.6,0,0
26488,6.320824904330644e+17,3.66590279575936e+17,9.418495151043922e+16,898809278964578.6,0,0
26516,6.321523491566403e+17,3.666331975609509e+17,9.41865091160841e+16,898809278964578.6,0,0
26544,6.322221265317713e+17,3.666760706273039e+17,9.418806509266504e+16,898809278964578.6,0,0
26572,6.32291822671668e+17,3.667188988192029e+17,9.418961944178531e+16,898809278964578.6,0,0
26600,6.323614376893623e+17,3.667616821808352e+17,9.419117216504744e+16,898809278964578.6,0,0
26628,6.32430971697708e+17,3.6680442075636704e+17,9.419272326405317e+16,898809278964578.6,0,0
26656,6.325004248093811e+17,3.668471145899435e+17,9.419427274040344e+16,898809278964578.6,0,0
26684,6.325697971368787e+17,3.668897637256882e+17,9.419582059569851e+16,898809278964578.6,0,0
26712,6.326390887925216e+17,3.669323682077035e+17,9.41973668315378e+16,898809278964578.6,0,0
26740,6.32708299888453e+17,3.6697492808006976e+17,9.41989114495199e+16,898809278964578.6,0,0
26768,6.327774305366386e+17,3.670174433868457e+17,9.42004544512427e+16,898809278964578.6,0,0
26796,6.328464808488677e+17,3.6705991417206784e+17,9.420199583830325e+16,898809278964578.6,0,0
26824,6.32915450936753e+17,3.671023404797504e+17,9.420353561229776e+16,898809278964578.6,0,0
26852,6.32984340911731e+17,3.671447223538853e+17,9.42050737748217e+16,898809278964578.6,0,0
26880,6.330531508850621e+17,3.671870598384422e+17,9.420661032746965e+16,898809278964578.6,0,0
26908,6.331218809678312e+17,3.672293529773674e+17,9.420814527183542e+16,898809278964578.6,0,0
26936,6.331905312709471e+17,3.672716018145847e+17,9.420967860951197e+16,898809278964578.6,0,0
26964,6.332591019051439e+17,3.673138063939948e+17,9.421121034209142e+16,898809278964578.6,0,0
26992,6.333275929809806e+17,3.6735596675947526e+17,9.421274047116506e+16,898809278964578.6,0,0
27020,6.333960046088415e+17,3.673980829548799e+17,9.421426899832331e+16,898809278964578.6,0,0
27048,6.334643368989364e+17,3.6744015502403936e+17,9.421579592515576e+16,898809278964578.6,0,0
27076,6.335325899613005e+17,3.674821830107605e+17,9.421732125325112e+16,898809278964578.6,0,0
27104,6.336007639057957e+17,3.67524166958826e+17,9.421884498419728e+16,898809278964578.6,0,0
27132,6.336688588421094e+17,3.675661069119951e+17,9.422036711958122e+16,898809278964578.6,0,0
27160,6.337368748797567e+17,3.6760800291400237e+17,9.422188766098906e+16,898809278964578.6,0,0
27188,6.338048121280783e+17,3.676498550085583e+17,9.422340661000598e+16,898809278964578.6,0,0
27216,6.33872670696243e+17,3.676916632393489e+17,9.422492396821638e+16,898809278964578.6,0,0
27244,6.339404506932453e+17,3.6773342765003565e+17,9.422643973720371e+16,898809278964578.6,0,0
27272,6.340081522279094e+17,3.6777514828425504e+17,9.422795391855051e+16,898809278964578.6,0,0
27300,6.340757754088859e+17,3.678168251856187e+17,9.422946651383843e+16,898809278964578.6,0,0
27328,6.341433203446538e+17,3.678584583977134e+17,9.423097752464824e+16,898809278964578.6,0,0
27356,6.342107871435205e+17,3.679000479641006e+17,9.423248695255974e+16,898809278964578.6,0,0
27384,6.34278175913622e+17,3.679415939283166e+17,9.423399479915187e+16,898809278964578.6,0,0
27412,6.343454867629234e+17,3.6798309633387194e+17,9.423550106600262e+16,898809278964578.6,0,0
27440,6.344127197992179e+17,3.680245552242515e+17,9.423700575468904e+16,898809278964578.6,0,0
27468,6.344798751301298e+17,3.6806597064291514e+17,9.423850886678728e+16,898809278964578.6,0,0
27496,6.34546952863111e+17,3.681073426332959e+17,9.424001040387253e+16,898809278964578.6,0,0
27524,6.346139531054452e+17,3.6814867123880134e+17,9.424151036751902e+16,898809278964578.6,0,0
27552,6.346808759642447e+17,3.681899565028127e+17,9.42430087593001e+16,898809278964578.6,0,0
27580,6.347477215464531e+17,3.682311984686853e+17,9.424450558078806e+16,898809278964578.6,0,0
27608,6.34814489958844e+17,3.682723971797476e+17,9.424600083355435e+16,898809278964578.6,0,0
27636,6.348811813080227e+17,3.6831355267930176e+17,9.424749451916938e+16,898809278964578.6,0,0
27664,6.349477957004244e+17,3.6835466501062336e+17,9.424898663920261e+16,898809278964578.6,0,0
27692,6.350143332423173e+17,3.6839573421696096e+17,9.425047719522254e+16,898809278964578.6,0,0
27720,6.350807940397999e+17,3.684367603415366e+17,9.425196618879674e+16,898809278964578.6,0,0
27748,6.351471781988037e+17,3.684777434275447e+17,9.425345362149166e+16,898809278964578.6,0,0
27776,6.352134858250913e+17,3.6851868351815334e+17,9.425493949487294e+16,898809278964578.6,0,0
27804,6.352797170242583e+17,3.6855958065650266e+17,9.42564238105051e+16,898809278964578.6,0,0
27832,6.35345871901733e+17,3.686004348857057e+17,9.425790656995176e+16,898809278964578.6,0,0
27860,6.354119505627766e+17,3.686412462488482e+17,9.425938777477547e+16,898809278964578.6,0,0
27888,6.354779531124836e+17,3.686820147889879e+17,9.426086742653784e+16,898809278964578.6,0,0
27916,6.355438796557814e+17,3.6872274054915494e+17,9.426234552679942e+16,898809278964578.6,0,0
27944,6.35609730297432e+17,3.687634235723519e+17,9.426382207711979e+16,898809278964578.6,0,0
27972,6.356755051420303e+17,3.68804063901553e+17,9.426529707905749e+16,898809278964578.6,0,0
28000,6.357412042940065e+17,3.6884466157970464e+17,9.426677053417006e+16,898809278964578.6,0,0
28028,6.358068278576244e+17,3.688852166497251e+17,9.426824244401405e+16,898809278964578.6,0,0
28056,6.358723759369832e+17,3.689257291545044e+17,9.426971281014491e+16,898809278964578.6,0,0
28084,6.359378486360161e+17,3.689661991369038e+17,9.427118163411712e+16,898809278964578.6,0,0
28112,6.36003246058493e+17,3.690066266397566e+17,9.427264891748411e+16,898809278964578.6,0,0
28140,6.360685683080175e+17,3.6904701170586726e+17,9.427411466179827e+16,898809278964578.6,0,0
28168,6.361338154880311e+17,3.690873543780115e+17,9.427557886861094e+16,898809278964578.6,0,0
28196,6.361989877018088e+17,3.691276546989363e+17,9.427704153947246e+16,898809278964578.6,0,0
28224,6.362640850524637e+17,3.691679127113596e+17,9.427850267593208e+16,898809278964578.6,0,0
28252,6.36329107642945e+17,3.692081284579708e+17,9.4279962279538e+16,898809278964578.6,0,0
28280,6.363940555760383e+17,3.6924830198142976e+17,9.428142035183736e+16,898809278964578.6,0,0
28308,6.364589289543663e+17,3.692884333243672e+17,9.428287689437629e+16,898809278964578.6,0,0
28336,6.365237278803892e+17,3.693285225293848e+17,9.42843319086998e+16,898809278964578.6,0,0
28364,6.365884524564045e+17,3.693685696390548e+17,9.42857853963519e+16,898809278964578.6,0,0
28392,6.366531027845476e+17,3.694085746959196e+17,9.428723735887544e+16,898809278964578.6,0,0
28420,6.367176789667921e+17,3.694485377424924e+17,9.428868779781229e+16,898809278964578.6,0,0
28448,6.36782181104949e+17,3.6948845882125677e+17,9.429013671470317e+16,898809278964578.6,0,0
28476,6.36846609300669e+17,3.695283379746663e+17,9.42915841110878e+16,898809278964578.6,0,0
28504,6.369109636554409e+17,3.695681752451449e+17,9.429302998850474e+16,898809278964578.6,0,0
28532,6.369752442705929e+17,3.696079706750865e+17,9.42944743484915e+16,898809278964578.6,0,0
28560,6.370394512472918e+17,3.696477243068551e+17,9.429591719258451e+16,898809278964578.6,0,0
28588,6.371035846865453e+17,3.696874361827843e+17,9.429735852231912e+16,898809278964578.6,0,0
28616,6.371676446891991e+17,3.697271063451779e+17,9.429879833922952e+16,898809278964578.6,0,0
28644,6.372316313559405e+17,3.697667348363092e+17,9.43002366448489e+16,898809278964578.6,0,0
28672,6.37295544787296e+17,3.698063216984214e+17,9.430167344070923e+16,898809278964578.6,0,0
28700,6.373593850836335e+17,3.698458669737268e+17,9.43031087283415e+16,898809278964578.6,0,0
28728,6.37423152345161e+17,3.698853707044075e+17,9.430454250927554e+16,898809278964578.6,0,0
28756,6.374868466719284e+17,3.699248329326151e+17,9.430597478504e+16,898809278964578.6,0,0
28784,6.37550468163826e+17,3.699642537004703e+17,9.430740555716256e+16,898809278964578.6,0,0
28812,6.376140169205864e+17,3.700036330500631e+17,9.430883482716968e+16,898809278964578.6,0,0
28840,6.376774930417832e+17,3.700429710234527e+17,9.431026259658672e+16,898809278964578.6,0,0
28868,6.377408966268325e+17,3.7008226766266726e+17,9.431168886693795e+16,898809278964578.6,0,0
28896,6.378042277749934e+17,3.701215230097044e+17,9.43131136397465e+16,898809278964578.6,0,0
28924,6.378674865853665e+17,3.701607371065302e+17,9.431453691653435e+16,898809278964578.6,0,0
28952,6.379306731568959e+17,3.7019990999507955e+17,9.431595869882238e+16,898809278964578.6,0,0
28980,6.379937875883681e+17,3.702390417172566e+17,9.431737898813037e+16,898809278964578.6,0,0
29008,6.38056829978414e+17,3.702781323149338e+17,9.431879778597686e+16,898809278964578.6,0,0
29036,6.381198004255066e+17,3.7031718182995264e+17,9.432021509387936e+16,898809278964578.6,0,0
29064,6.381826990279638e+17,3.7035619030412294e+17,9.43216309133542e+16,898809278964578.6,0,0
29092,6.382455258839473e+17,3.7039515777922285e+17,9.432304524591658e+16,898809278964578.6,0,0
29120,6.383082810914633e+17,3.704340842969993e+17,9.432445809308051e+16,898809278964578.6,0,0
29148,6.383709647483622e+17,3.704729698991674e+17,9.432586945635891e+16,898809278964578.6,0,0
29176,6.384335769523395e+17,3.7051181462741094e+17,9.432727933726354e+16,898809278964578.6,0,0
29204,6.384961178009357e+17,3.705506185233815e+17,9.432868773730498e+16,898809278964578.6,0,0
29232,6.385585873915361e+17,3.705893816286989e+17,9.433009465799267e+16,898809278964578.6,0,0
29260,6.386209858213732e+17,3.706281039849513e+17,9.433150010083493e+16,898809278964578.6,0,0
29288,6.38683313187523e+17,3.706667856336948e+17,9.433290406733886e+16,898809278964578.6,0,0
29316,6.387455695869093e+17,3.707054266164535e+17,9.433430655901045e+16,898809278964578.6,0,0
29344,6.38807755116301e+17,3.7074402697471936e+17,9.433570757735446e+16,898809278964578.6,0,0
29372,6.388698698723153e+17,3.7078258674995245e+17,9.433710712387461e+16,898809278964578.6,0,0
29400,6.389319139514147e+17,3.708211059835802e+17,9.433850520007331e+16,898809278964578.6,0,0
29428,6.389938874499086e+17,3.708595847169983e+17,9.433990180745189e+16,898809278964578.6,0,0
29456,6.390557904639548e+17,3.708980229915697e+17,9.434129694751048e+16,898809278964578.6,0,0
29484,6.391176230895585e+17,3.7093642084862534e+17,9.434269062174803e+16,898809278964578.6,0,0
29512,6.391793854225715e+17,3.7097477832946374e+17,9.434408283166234e+16,898809278964578.6,0,0
29540,6.392410775586953e+17,3.710130954753505e+17,9.434547357875002e+16,898809278964578.6,0,0
29568,6.393026995934784e+17,3.7105137232751917e+17,9.434686286450648e+16,898809278964578.6,0,0
29596,6.393642516223183e+17,3.710896089271705e+17,9.434825069042597e+16,898809278964578.6,0,0
29624,6.394257337404618e+17,3.7112780531547264e+17,9.434963705800155e+16,898809278964578.6,0,0
29652,6.394871460430042e+17,3.711659615335609e+17,9.43510219687251e+16,898809278964578.6,0,0
29680,6.395484886248899e+17,3.712040776225383e+17,9.435240542408733e+16,898809278964578.6,0,0
29708,6.396097615809132e+17,3.7124215362347456e+17,9.435378742557771e+16,898809278964578.6,0,0
29736,6.396709650057176e+17,3.712801895774067e+17,9.435516797468456e+16,898809278964578.6,0,0
29764,6.397320989937979e+17,3.713181855253391e+17,9.4356547072895e+16,898809278964578.6,0,0
29792,6.397931636394976e+17,3.7135614150824275e+17,9.435792472169494e+16,898809278964578.6,0,0
29820,6.398541590370124e+17,3.713940575670561e+17,9.435930092256912e+16,898809278964578.6,0,0
29848,6.399150852803867e+17,3.714319337426844e+17,9.436067567700107e+16,898809278964578.6,0,0
29876,6.399759424635178e+17,3.7146977007599974e+17,9.43620489864731e+16,898809278964578.6,0,0
29904,6.400367306801531e+17,3.715075666078411e+17,9.436342085246634e+16,898809278964578.6,0,0
29932,6.400974500238924e+17,3.715453233790144e+17,9.436479127646074e+16,898809278964578.6,0,0
29960,6.401581005881859e+17,3.715830404302921e+17,9.436616025993498e+16,898809278964578.6,0,0
29988,6.40218682466337e+17,3.716207178024135e+17,9.43675278043666e+16,898809278964578.6,0,0
30016,6.402791957515014e+17,3.716583555360849e+17,9.436889391123189e+16,898809278964578.6,0,0
30044,6.40339640536686e+17,3.7169595367197894e+17,9.437025858200595e+16,898809278964578.6,0,0
30072,6.404000169147514e+17,3.717335122507348e+17,9.437162181816267e+16,898809278964578.6,0,0
30100,6.40460324978411e+17,3.717710313129582e+17,9.437298362117472e+16,898809278964578.6,0,0
30128,6.40520564820231e+17,3.7180851089922176e+17,9.437434399251354e+16,898809278964578.6,0,0
30156,6.405807365326323e+17,3.7184595105006445e+17,9.437570293364939e+16,898809278964578.6,0,0
30184,6.406408402078876e+17,3.7188335180599136e+17,9.43770604460513e+16,898809278964578.6,0,0
30212,6.407008759381248e+17,3.719207132074745e+17,9.437841653118709e+16,898809278964578.6,0,0
30240,6.407608438153257e+17,3.719580352949516e+17,9.437977119052331e+16,898809278964578.6,0,0
30268,6.408207439313263e+17,3.7199531810882746e+17,9.438112442552534e+16,898809278964578.6,0,0
30296,6.408805763778179e+17,3.720325616894727e+17,9.438247623765734e+16,898809278964578.6,0,0
30324,6.409403412463456e+17,3.720697660772241e+17,9.438382662838224e+16,898809278964578.6,0,0
30352,6.410000386283105e+17,3.721069313123853e+17,9.43851755991617e+16,898809278964578.6,0,0
30380,6.410596686149687e+17,3.721440574352254e+17,9.438652315145622e+16,898809278964578.6,0,0
30408,6.411192312974319e+17,3.7218114448598e+17,9.438786928672504e+16,898809278964578.6,0,0
30436,6.411787267666682e+17,3.72218192504851e+17,9.438921400642616e+16,898809278964578.6,0,0
30464,6.412381551135007e+17,3.7225520153200595e+17,9.439055731201638e+16,898809278964578.6,0,0
30492,6.4129751642861e+17,3.722921716075787e+17,9.439189920495126e+16,898809278964578.6,0,0
30520,6.413568108025327e+17,3.723291027716692e+17,9.43932396866851e+16,898809278964578.6,0,0
30548,6.414160383256622e+17,3.7236599506434336e+17,9.439457875867099e+16,898809278964578.6,0,0
30576,6.41475199088249e+17,3.724028485256328e+17,9.439591642236082e+16,898809278964578.6,0,0
30604,6.415342931804008e+17,3.724396631955354e+17,9.439725267920515e+16,898809278964578.6,0,0
30632,6.415933206920833e+17,3.724764391140147e+17,9.43985875306534e+16,898809278964578.6,0,0
30660,6.41652281713119e+17,3.725131763210004e+17,9.439992097815374e+16,898809278964578.6,0,0
30688,6.417111763331895e+17,3.725498748563876e+17,9.440125302315302e+16,898809278964578.6,0,0
30716,6.417700046418337e+17,3.725865347600376e+17,9.440258366709693e+16,898809278964578.6,0,0
30744,6.418287667284504e+17,3.726231560717774e+17,9.440391291142989e+16,898809278964578.6,0,0
30772,6.418874626822952e+17,3.7265973883139974e+17,9.440524075759509e+16,898809278964578.6,0,0
30800,6.419460925924842e+17,3.7269628307866304e+17,9.440656720703448e+16,898809278964578.6,0,0
30828,6.420046565479914e+17,3.7273278885329146e+17,9.440789226118875e+16,898809278964578.6,0,0
30856,6.420631546376515e+17,3.727692561949748e+17,9.440921592149734e+16,898809278964578.6,0,0
30884,6.421215869501578e+17,3.728056851433685e+17,9.441053818939846e+16,898809278964578.6,0,0
30912,6.421799535740649e+17,3.7284207573809395e+17,9.44118590663291e+16,898809278964578.6,0,0
30940,6.422382545977859e+17,3.728784280187379e+17,9.441317855372494e+16,898809278964578.6,0,0
30968,6.422964901095949e+17,3.729147420248524e+17,9.441449665302046e+16,898809278964578.6,0,0
30996,6.423546601976271e+17,3.7295101779595565e+17,9.441581336564888e+16,898809278964578.6,0,0
31024,6.42412764949878e+17,3.729872553715308e+17,9.441712869304216e+16,898809278964578.6,0,0
31052,6.424708044542043e+17,3.73023454791027e+17,9.441844263663102e+16,898809278964578.6,0,0
31080,6.425287787983237e+17,3.7305961609385875e+17,9.441975519784493e+16,898809278964578.6,0,0
31108,6.425866880698162e+17,3.730957393194058e+17,9.44210663781121e+16,898809278964578.6,0,0
31136,6.426445323561233e+17,3.731318245070138e+17,9.442237617885949e+16,898809278964578.6,0,0
31164,6.427023117445481e+17,3.7316787169599334e+17,9.442368460151278e+16,898809278964578.6,0,0
31192,6.427600263222559e+17,3.732038809256209e+17,9.442499164749648e+16,898809278964578.6,0,0
31220,6.428176761762752e+17,3.732398522351379e+17,9.442629731823376e+16,898809278964578.6,0,0
31248,6.428752613934968e+17,3.7327578566375155e+17,9.442760161514656e+16,898809278964578.6,0,0
31276,6.42932782060674e+17,3.733116812506341e+17,9.442890453965557e+16,898809278964578.6,0,0
31304,6.429902382644242e+17,3.733475390349234e+17,9.443020609318021e+16,898809278964578.6,0,0
31332,6.430476300912275e+17,3.7338335905572243e+17,9.443150627713867e+16,898809278964578.6,0,0
31360,6.431049576274278e+17,3.7341914135209965e+17,9.443280509294786e+16,898809278964578.6,0,0
31388,6.43162220959233e+17,3.7345488596308864e+17,9.443410254202342e+16,898809278964578.6,0,0
31416,6.43219420172715e+17,3.734905929276884e+17,9.443539862577979e+16,898809278964578.6,0,0
31444,6.432765553538103e+17,3.7352626228486304e+17,9.443669334563005e+16,898809278964578.6,0,0
31472,6.433336265883192e+17,3.735618940735422e+17,9.44379867029861e+16,898809278964578.6,0,0
31500,6.433906339619076e+17,3.7359748833262035e+17,9.443927869925858e+16,898809278964578.6,0,0
31528,6.434475775601066e+17,3.7363304510095763e+17,9.444056933585682e+16,898809278964578.6,0,0
31556,6.435044574683114e+17,3.73668564417379e+17,9.44418586141889e+16,898809278964578.6,0,0
31584,6.435612737717833e+17,3.7370404632067475e+17,9.444314653566166e+16,898809278964578.6,0,0
31612,6.436180265556499e+17,3.737394908496005e+17,9.44444331016807e+16,898809278964578.6,0,0
31640,6.43674715904904e+17,3.7377489804287686e+17,9.444571831365027e+16,898809278964578.6,0,0
31668,6.437313419044046e+17,3.738102679391896e+17,9.444700217297346e+16,898809278964578.6,0,0
31696,6.437879046388777e+17,3.738456005771897e+17,9.4448284681052e+16,898809278964578.6,0,0
31724,6.438444041929152e+17,3.738808959954931e+17,9.444956583928645e+16,898809278964578.6,0,0
31752,6.439008406509761e+17,3.7391615423268115e+17,9.445084564907602e+16,898809278964578.6,0,0
31780,6.439572140973866e+17,3.7395137532730016e+17,9.44521241118187e+16,898809278964578.6,0,0
31808,6.440135246163402e+17,3.739865593178615e+17,9.445340122891122e+16,898809278964578.6,0,0
31836,6.440697722918979e+17,3.740217062428417e+17,9.445467700174901e+16,898809278964578.6,0,0
31864,6.441259572079884e+17,3.740568161406824e+17,9.445595143172626e+16,898809278964578.6,0,0
31892,6.441820794484082e+17,3.7409188904979014e+17,9.445722452023587e+16,898809278964578.6,0,0
31920,6.442381390968227e+17,3.7412692500853677e+17,9.445849626866954e+16,898809278964578.6,0,0
31948,6.442941362367647e+17,3.74161924055259e+17,9.445976667841762e+16,898809278964578.6,0,0
